ir,red,heart_rate,gsr,cortisol
182889,126253,83,944,19.06
182883,126273,83,929,18.48
182883,126229,82,862,18.96
182854,126197,75,874,18.65
182989,126310,72,910,19.03
182878,126246,79,930,18.44
182995,126353,70,917,18.32
183420,126560,78,935,18.41
183454,126623,79,869,18.45
183832,126948,70,899,19.08
183552,126607,79,927,18.26
183481,126660,72,911,18.22
184454,127255,82,889,18.12
184186,126430,73,934,18.39
183852,126830,72,939,18.91
184006,126858,73,901,18.4
183912,126866,74,957,18.95
184143,126662,85,981,18.91
182706,126391,75,958,18.72
185305,127730,72,963,18.56
184995,127623,80,949,18.82
184994,127497,82,991,19.21
184950,127558,83,974,18.57
184819,127441,72,927,18.5
184988,127446,74,953,19.03
184219,126781,81,976,18.41
183371,126425,76,960,19.09
183638,126691,84,1006,18.86
183765,126666,73,949,19.21
183637,126535,78,910,18.91
184132,127217,84,925,18.39
183661,126824,72,899,18.82
183491,126786,75,919,18.44
183500,126602,78,937,19.18
183283,126511,74,938,18.96
183107,126397,77,943,18.93
179639,124294,82,874,18.96
179241,123678,81,931,18.37
179571,123988,82,957,18.44
181568,125142,75,993,18.65
182148,125575,77,946,18.26
182433,125597,82,967,18.92
182569,125742,76,944,18.44
182288,125423,79,975,18.64
182663,125637,77,898,18.93
182971,125718,83,943,18.25
182656,125537,78,933,18.71
182394,125443,71,893,18.63
182743,125648,83,1002,18.76
182146,125454,82,1008,18.39
182329,125516,77,1002,18.72
182076,125541,71,951,18.42
182025,125513,82,1010,18.81
182367,125407,76,976,19.05
182222,125540,84,1007,18.99
182359,125576,78,1008,18.94
182321,125508,79,1012,18.69
182441,125691,72,945,17.31
182538,125608,78,944,19.18
182419,125604,84,1000,19.19
182540,125504,74,1019,18.98
182672,125630,84,1007,18.91
182602,125583,81,983,18.88
182459,125314,84,1001,18.48
182236,125018,74,971,18.75
181731,124497,78,946,19.02
176333,121557,80,1007,19.03
183631,125918,85,1073,19.26
184964,126816,76,1040,18.5
184805,126608,81,1055,18.76
184604,126490,75,1008,18.73
184660,126535,73,1023,18.91
184913,126767,80,1062,19.1
185060,126679,80,1061,17.56
185004,126772,84,1063,18.96
185281,126785,78,1008,20.04
184929,126527,76,1053,19.17
184811,126401,75,1035,19.37
185484,126703,77,975,18.44
185465,126836,81,1015,19.21
185678,126746,83,1011,18.57
185768,126969,77,967,18.4
185647,126820,82,1023,19.34
185177,126328,78,1023,19.13
184580,126071,93,1007,18.6
184656,126006,81,987,19.25
184743,125929,75,987,18.84
183479,125604,82,1008,19.21
183479,125526,81,997,19.15
183674,125489,73,997,18.77
183369,125635,74,949,18.9
183446,125553,76,959,18.37
182982,125287,82,961,18.76
182578,125284,82,978,18.59
183156,125605,80,946,19.08
183175,125583,75,914,18.82
183190,125362,75,931,18.81
183464,125680,71,948,18.77
183628,125571,75,944,18.82
183502,125792,72,965,18.66
183686,125856,77,977,18.95
183912,125857,83,988,18.3
184894,126337,78,1039,19.33
185539,126754,85,989,18.9
185510,126948,75,950,18.68
185518,127001,73,1005,18.75
185393,126839,73,983,18.31
184351,126394,77,1057,19.11
185439,126687,80,938,19.05
184793,126419,79,887,18.49
184399,126074,49,944,18.72
184599,126254,80,941,18.69
184824,126215,75,880,18.86
184821,126174,71,946,18.22
184586,126142,85,957,18.6
184620,126098,73,933,18.73
184564,126049,73,835,18.33
184379,125858,81,935,18.61
184227,125891,71,915,18.19
184171,125844,71,880,18.27
184358,126014,77,895,18.7
183963,125790,52,917,18.27
183668,125568,78,891,18.69
184670,126118,80,925,19.15
183840,125850,80,933,18.58
184226,125984,72,926,18.27
184227,125930,74,894,18.74
180461,123873,73,976,19.16
180047,123702,79,951,18.34
180693,124052,80,938,18.94
181782,124761,81,944,18.34
181869,124765,81,912,19.02
181999,124710,85,982,18.58
181202,124207,80,912,18.94
181054,124147,82,900,18.54
180682,123901,74,892,18.2
181616,124582,73,915,18.66
181083,124262,73,880,17.95
181099,124255,73,911,18.58
180454,123766,78,853,18.42
180755,123987,74,822,18.88
179504,122998,80,848,18.19
178729,122417,80,880,18.75
178654,122357,71,899,18.7
179318,122801,70,909,18.69
179765,122942,73,866,18.25
179368,122722,74,929,18.7
178894,122630,77,883,18.57
179577,122701,57,895,18.11
179476,122802,69,859,18.74
179269,122759,74,902,19.07
179687,122864,81,887,18.69
180086,123047,81,885,18.15
184322,125625,73,897,19.02
182877,124791,77,852,18.47
181832,124144,72,849,18.17
182035,124368,81,894,18.27
182517,124506,71,855,18.06
182731,124690,77,885,18.54
182997,124871,73,905,18.87
183486,125165,79,880,19.01
184069,125625,75,874,18.09
184006,125502,74,883,19.06
183949,125615,72,878,18.5
183977,125565,73,821,18.76
183493,125190,71,877,17.3
183368,125135,70,832,18.67
183655,125301,72,877,18.48
182860,124566,69,882,18.75
183187,124886,76,883,18.15
183413,124917,57,880,19.06
183277,124959,82,857,18.53
183709,125120,83,886,18.45
183955,125161,77,843,18.29
183834,125106,76,878,18.94
183670,124978,77,848,18.21
183672,124993,80,880,18.55
183447,124720,71,881,19.81
183094,124720,80,881,18.84
183100,124844,70,869,18.99
183231,124739,82,859,18.47
183024,124593,73,805,18.14
184949,125870,70,842,18.92
182079,123827,80,911,18.65
181861,123971,82,934,18.96
181107,123679,63,898,19.05
181008,123606,70,917,18.99
181271,123832,78,918,19.12
181646,124165,76,905,18.42
181126,123794,73,912,19.08
182010,124461,81,923,18.82
182108,124461,82,929,18.82
182240,124533,76,873,18.86
181539,124086,78,912,18.22
182620,124840,71,893,18.34
182755,125003,70,887,20.46
182031,124489,83,873,18.75
183080,125296,110,869,18.75
183128,125310,81,816,18.68
182859,125321,73,890,18.58
183403,125553,76,875,18.67
183296,125555,71,861,18.64
183636,125719,72,863,18.11
183454,125713,71,887,18.75
182884,125222,72,873,19.04
182970,125387,79,868,18.23
183040,125406,75,842,18.09
183052,125355,70,865,18.77
183379,125453,80,879,18.53
183810,125544,82,834,18.13
184309,125840,76,879,18.48
189023,129062,75,854,18.2
187537,128191,73,816,18.83
187395,128031,76,912,18.73
188036,128535,75,909,18.71
189015,128941,72,896,18.45
187959,128418,69,866,18.47
0,127262,70,848,18.5
185542,127617,83,918,18.85
185921,127641,73,897,18.78
187447,128552,77,880,18.17
187570,128667,78,913,18.57
187736,128755,73,882,18.53
187900,128705,74,867,18.86
187855,128626,78,914,18.26
188710,129006,77,906,18.36
188973,129184,70,894,18.36
189182,129255,72,944,18.78
187086,127824,79,912,18.75
191195,130094,74,950,18.12
190775,129728,110,1039,18.45
190631,129937,72,1010,18.88
191286,130116,86,1023,19.08
193511,131122,79,951,18.32
192075,130311,80,1037,18.65
190974,129620,83,1023,19.11
188846,128411,77,1063,18.78
186557,127160,78,1105,18.87
186217,127112,89,1155,18.81
186459,127152,75,1013,18.87
186294,127429,79,1069,18.8
184963,126791,75,1047,20.05
184007,125916,79,1023,19.24
183361,125111,78,976,18.46
185734,126918,80,1034,18.85
185427,126675,86,1022,18.91
186006,127095,75,1053,18.45
186389,127561,81,1070,19.01
187154,128004,85,1055,18.98
186220,127860,79,991,18.78
188384,129005,83,1053,19.31
188289,128811,72,1005,18.34
187620,128455,75,1050,18.86
187315,128594,77,1083,18.93
187166,128539,82,1062,19.21
186666,128220,86,1042,18.65
186834,128269,79,1081,18.97
186686,127989,76,1041,18.5
186404,127885,76,1062,18.67
186188,127660,78,1072,20.24
186291,127753,103,1074,19.42
186534,127851,75,1064,19.39
186405,127634,86,1059,19.04
185768,127415,81,998,18.94
185594,127187,78,1138,19.11
187487,128100,73,927,19.61
186856,128347,73,962,18.46
0,127388,81,967,19.08
186890,128506,84,957,18.44
191835,131657,87,1088,18.72
191103,130994,75,1040,19.04
191591,131196,75,1013,18.66
191724,131160,74,1037,18.43
190333,130209,73,1015,18.38
190062,130131,87,1060,19.22
189999,129975,84,1046,18.76
185353,127898,69,627,17.82
184989,127798,65,653,17.71
183552,127534,72,658,17.72
184746,128067,66,679,17.64
185334,128301,64,683,18.39
185577,128496,77,656,17.54
186146,128667,68,664,17.83
184978,128072,70,656,18.14
188397,129880,49,701,18.22
189345,130411,69,676,18.26
189199,130276,69,691,18.47
188970,130363,75,698,17.62
189199,130283,65,689,19.4
189167,130454,79,713,17.67
189041,130230,77,672,18.32
189269,130482,67,688,18.49
189263,130368,65,675,18.01
189313,130567,65,691,16.98
188277,129743,66,663,18.06
186172,128295,70,653,17.78
187320,129141,75,677,17.63
186508,128530,65,640,17.97
186762,128716,66,663,18.05
186776,128655,70,658,18.35
186594,128519,66,645,18.23
187132,128821,77,651,18.34
186981,128725,75,662,18.47
186876,128524,73,660,18.29
186306,128441,77,633,17.81
186380,128351,71,656,18.02
187392,128978,71,656,17.58
187583,129254,70,656,19.41
187826,129349,70,638,17.69
187427,129176,70,651,18.31
190354,131002,69,686,18.1
190536,131055,93,673,17.59
190850,131229,65,661,18.38
190824,131015,75,643,18.39
191344,131256,70,628,17.78
191471,131223,72,688,18.15
191531,131073,66,668,18.23
190488,130347,81,859,18.33
189688,129921,76,816,18.52
191017,130587,76,869,18.74
191314,131143,77,858,18.89
191274,131077,77,848,18.87
190173,130245,72,847,18.9
190250,130219,78,881,18.73
190791,130714,107,880,18.6
0,130530,77,801,18.04
0,130293,74,811,18.21
0,128439,70,801,18.5
182406,130235,65,709,18.13
189490,134631,88,1209,19.21
195129,143013,59,365,16.43
194312,142662,59,398,15.23
193830,142527,77,927,19.11
193629,142062,75,895,18.1
194094,142258,51,833,18.05
194617,142041,79,781,17.95
190141,139936,72,767,18.75
1018,684,80,1031,18.97
190938,135262,70,599,17.96
195329,135390,75,986,19.18
195696,135156,74,1023,18.51
195378,135020,64,958,18.99
192608,133750,66,632,17.65
188354,130348,75,878,18.18
188806,130554,73,899,18.62
188862,130451,74,885,18.58
188918,130484,103,873,18.3
189010,130622,75,752,18.19
188820,130513,79,821,18.6
191156,131742,77,896,18.85
191265,132220,72,865,18.31
192282,132551,76,875,18.3
188469,131623,71,836,18.03
188910,131472,76,831,18.73
189769,131436,72,816,18.69
189697,131193,80,799,18.39
188197,0,69,857,18.41
186296,129505,69,818,18.1
188043,130445,71,845,18.44
188287,130626,70,816,18.25
187740,130353,77,793,18.21
187614,130297,77,806,18.12
187442,130253,72,798,18.44
187220,130152,75,784,17.97
187177,130143,67,786,17.97
186669,129976,70,786,18.3
186846,130461,76,771,18.33
186883,130516,72,775,18.55
187266,130691,73,780,17.86
187699,130894,73,767,18.69
187573,130811,75,776,18.26
187660,130692,70,774,17.91
187744,130794,78,791,18.84
186134,129972,77,795,18.24
188124,130417,80,770,18.18
188842,130717,79,779,18.26
189611,131225,67,764,18.65
190099,131458,74,774,17.92
189776,131329,72,789,18.14
189696,131258,77,768,18.22
189813,131306,71,762,17.9
189931,131335,76,749,17.87
189686,131155,77,751,18.07
